title,authors,conference,year
Piccolo: Large-Scale Graph Processing with Fine-Grained in-Memory Scatter-Gather.,Changmin Shin; Jaeyong Song; Hongsun Jang; Dogeun Kim; Jun Sung; Taehee Kwon 0002; Jae Hyung Ju; Frank Liu 0001; YeonKyu Choi; Jinho Lee 0001,HPCA,2025
PIMnet: A Domain-Specific Network for Efficient Collective Communication in Scalable PIM.,Hyojun Son; Gilbert Jonatan; Xiangyu Wu; Haeyoon Cho 0002; Kaustubh Shivdikar; José L. Abellán; Ajay Joshi; David R. Kaeli; John Kim 0001,HPCA,2025
Concord: Rethinking Distributed Coherence for Software Caches in Serverless Environments.,Jovan Stojkovic; Chloe Alverti; Alan Andrade; Nikoleta Iliakopoulou; Hubertus Franke; Tianyin Xu; Josep Torrellas,HPCA,2025
DynamoLLM: Designing LLM Inference Clusters for Performance and Energy Efficiency.,Jovan Stojkovic; Chaojie Zhang; Íñigo Goiri; Josep Torrellas; Esha Choukse,HPCA,2025
"Lincoln: Real-Time 50~100B LLM Inference on Consumer Devices with LPDDR-Interfaced, Compute-Enabled Flash Memory.",Weiyi Sun; Mingyu Gao 0001; Zhaoshi Li; Aoyang Zhang; Iris Ying Chou; Jianfeng Zhu 0001; Shaojun Wei; Leibo Liu,HPCA,2025
IRIS: Unleashing ISP-Software Cooperation to Optimize the Machine Vision Pipeline.,Raúl Taranco; José-María Arnau; Antonio González 0001,HPCA,2025
MLPerf Power: Benchmarking the Energy Efficiency of Machine Learning Systems from μWatts to MWatts for Sustainable AI.,Arya Tschand; Arun Tejusve Raghunath Rajan; Sachin Idgunji; Anirban Ghosh; Jeremy Holleman; Csaba Király 0002; Pawan Ambalkar; Ritika Borkar; Ramesh Chukka; Trevor Cockrell; Oliver Curtis; Grigori Fursin; Miro Hodak; Hiwot Kassa; Anton Lokhmotov; Dejan Miskovic; Yuechao Pan; Manu Prasad Manmathan; Liz Raymond; Tom St. John; Arjun Suresh; Rowan Taubitz; Sean Zhan; Scott Wasson; David Kanter; Vijay Janapa Reddi,HPCA,2025
Understanding RowHammer Under Reduced Refresh Latency: Experimental Analysis of Real DRAM Chips and Implications on Future Solutions.,Yahya Can Tugrul; A. Giray Yaglikçi; Ismail Emir Yüksel; Ataberk Olgun; Oguzhan Canpolat; Nisa Bostanci; Mohammad Sadrosadati; Oguz Ergin; Onur Mutlu,HPCA,2025
"To Cross, or Not to Cross Pages for Prefetching?",Georgios Vavouliotis; Martí Torrents; Boris Grot; Kleovoulos Kalaitzidis; Leeor Peled; Marc Casas,HPCA,2025
Interleaved Logical Qubits in Atom Arrays.,Joshua Viszlai; Sophia Fuhui Lin; Siddharth Dangwal; Conor Bradley; Vikram Ramesh; Jonathan M. Baker; Hannes Bernien; Frederic T. Chong,HPCA,2025
Enterprise Class Modular Cache Hierarchy.,Craig R. Walters; Deanna Postles Dunn Berger; Robert J. Sonnelitter; Alper Buyuktosunoglu,HPCA,2025
CogSys: Efficient and Scalable Neurosymbolic Cognition System via Algorithm-Hardware Co-Design.,Zishen Wan; Hanchen Yang; Ritik Raj; Che-Kai Liu; Ananda Samajdar; Arijit Raychowdhury; Tushar Krishna,HPCA,2025
Reviving In-Storage Hardware Compression on ZNS SSDs through Host-SSD Collaboration.,Yingjia Wang; Tao Lu; Yuhong Liang; Xiang Chen; Ming-Chang Yang,HPCA,2025
LAD: Efficient Accelerator for Generative Inference of LLM with Locality Aware Decoding.,Haoran Wang 0012; Yuming Li; Haobo Xu; Ying Wang 0001; Liqi Liu; Jun Yang 0006; Yinhe Han 0001,HPCA,2025
OASIS: Object-Aware Page Management for Multi-GPU Systems.,Yueqi Wang; Bingyao Li; Mohamed Tarek Ibn Ziad; Lieven Eeckhout; Jun Yang 0002; Aamer Jaleel; Xulong Tang,HPCA,2025
Prosperity: Accelerating Spiking Neural Networks via Product Sparsity.,Chiyue Wei; Cong Guo 0003; Feng Cheng; Shiyu Li 0001; Hao (Frank) Yang; Hai Helen Li; Yiran Chen 0001,HPCA,2025
QPRAC: Towards Secure and Practical PRAC-based Rowhammer Mitigation using Priority Queues.,Jeonghyun Woo; Shaopeng Chris Lin; Prashant J. Nair; Aamer Jaleel; Gururaj Saileshwar,HPCA,2025
DAPPER: A Performance-Attack-Resilient Tracker for RowHammer Defense.,Jeonghyun Woo; Prashant J. Nair,HPCA,2025
A Hardware-Software Design Framework for SpMV Acceleration with Flexible Access Pattern Portfolio.,Zhenyu Wu; Maolin Wang 0002; Hayden Kwok-Hay So,HPCA,2025
Exploring the Performance Improvement of Tensor Processing Engines through Transformation in the Bit-weight Dimension of MACs.,Qizhe Wu; Huawen Liang; Yuchen Gui; Zhichen Zeng 0002; Zerong He; Linfeng Tao; Xiaotian Wang; Letian Zhao; Zhaoxi Zeng; Wei Yuan 0006; Wei Wu; Xi Jin 0002,HPCA,2025
HSMU-SpGEMM: Achieving High Shared Memory Utilization for Parallel Sparse General Matrix-Matrix Multiplication on Modern GPUs.,Min Wu; Huizhang Luo; Fenfang Li; Yiran Zhang; Zhuo Tang; Kenli Li 0001; Jeff Zhang 0001; Chubo Liu,HPCA,2025
BOSS: Blocking algorithm for optimizing shuttling scheduling in Ion Trap.,Xian Wu; Chenghong Zhu; Jingbo Wang; Xin Wang 0022,HPCA,2025
Choco-Q: Commute Hamiltonian-based QAOA for Constrained Binary Optimization.,Debin Xiang; Qifan Jiang 0001; Liqiang Lu; Siwei Tan; Jianwei Yin,HPCA,2025
UniNDP: A Unified Compilation and Simulation Tool for Near DRAM Processing Architectures.,Tongxin Xie; Zhenhua Zhu; Bing Li; Yukai He; Cong Li 0008; Guangyu Sun 0003; Huazhong Yang; Yuan Xie 0001; Yu Wang 0002,HPCA,2025
I-DGNN: A Graph Dissimilarity-based Framework for Designing Scalable and Efficient DGNN Accelerators.,Jiaqi Yang; Hao Zheng 0005; Ahmed Louri,HPCA,2025
GoPIM: GCN-Oriented Pipeline Optimization for PIM Accelerators.,Siling Yang; Shuibing He; Wenjiong Wang; Yanlong Yin; Tong Wu; Weijian Chen 0002; Xuechen Zhang 0001; Xian-He Sun; Dan Feng,HPCA,2025
Hydra: Scale-out FHE Accelerator Architecture for Secure Deep Learning on FPGA.,Yinghao Yang 0001; Xicheng Xu; Haibin Zhang; Jie Song; Xin Tang; Hang Lu; Xiaowei Li 0001,HPCA,2025
Buffalo: Enabling Large-Scale GNN Training via Memory-Efficient Bucketization.,Shuangyan Yang; Minjia Zhang; Dong Li,HPCA,2025
LegoZK: A Dynamically Reconfigurable Accelerator for Zero-Knowledge Proof.,Zhengbang Yang; Lutan Zhao; Peinan Li; Han Liu; Kai Li; Boyan Zhao; Dan Meng 0002; Rui Hou 0001,HPCA,2025
Gaussian Blending Unit: An Edge GPU Plug-in for Real-Time Gaussian-Based Rendering in AR/VR.,Zhifan Ye; Yonggan Fu; Jingqun Zhang; Leshu Li; Yongan Zhang; Sixu Li; Cheng Wan 0005; Chenxi Wan; Chaojian Li; Sreemanth Prathipati; Yingyan Celine Lin,HPCA,2025
Palermo: Improving the Performance of Oblivious Memory using Protocol-Hardware Co-Design.,Haojie Ye; Yuchen Xia; Yuhan Chen; Kuan-Yu Chen 0001; Yichao Yuan; Shuwen Deng; Baris Kasikci; Trevor N. Mudge; Nishil Talati,HPCA,2025
Predicting DRAM-Caused Risky VMs in Large-Scale Clouds.,Yaoguang Yong; Xiaoming Du; Xuhua Ma; Yuxiang Wang; Bin Yao 0002; Xudong Zheng; Huite Yi,HPCA,2025
NeuVSA: A Unified and Efficient Accelerator for Neural Vector Search.,Ziming Yuan; Lei Dai; Wen Li 0013; Jie Zhang 0048; Shengwen Liang; Ying Wang 0001; Cheng Liu 0008; Huawei Li 0001; Xiaowei Li 0001; Jiafeng Guo; Peng Wang 0037; Renhai Chen; Gong Zhang 0001,HPCA,2025
Cambricon-DG: An Accelerator for Redundant-Free Dynamic Graph Neural Networks Based on Nonlinear Isolation.,Zhifei Yue; Xinkai Song; Tianbo Liu 0006; Xing Hu 0001; Rui Zhang 0040; Zidong Du; Wei Li 0008; Qi Guo 0001; Tianshi Chen 0002,HPCA,2025
AccelES: Accelerating Top-K SpMV for Embedding Similarity via Low-bit Pruning.,Jiaqi Zhai; Xuanhua Shi; Kaiyi Huang; Chencheng Ye 0001; Weifang Hu; Bingsheng He; Hai Jin 0001,HPCA,2025
RpcNIC: Enabling Efficient Datacenter RPC Offloading on PCIe-attached SmartNICs.,Jie Zhang 0081; Hongjing Huang; Xuzheng Chen; Xiang Li 0205; Jieru Zhao; Ming Liu 0027; Zeke Wang,HPCA,2025
Gemina: A Coordinated and High-Performance Memory Deduplication Engine.,Zhehua Zhang; Suzhen Wu; Wenyan You; Chunfeng Du; Bo Mao,HPCA,2025
SkyByte: Architecting an Efficient Memory-Semantic CXL-based SSD with OS and Hardware Co-design.,Haoyang Zhang; Yuqi Xue; Yirui Eric Zhou; Shaobo Li 0005; Jian Huang 0006,HPCA,2025
MeHyper: Accelerating Hypergraph Neural Networks by Exploring Implicit Dataflows.,Wenju Zhao; Pengcheng Yao; Dan Chen 0006; Long Zheng 0003; Xiaofei Liao; Qinggang Wang; Shaobo Ma; Yu Li; Haifeng Liu 0003; Wenjing Xiao; Yufei Sun; Bing Zhu; Hai Jin 0001; Jingling Xue,HPCA,2025
NearFetch: Saving Inter-Module Bandwidth in Many-Chip-Module GPUs.,Xia Zhao; Guangda Zhang; Lu Wang; Shiqing Zhang; Huadong Dai,HPCA,2025
Criticality-Aware Instruction-Centric Bandwidth Partitioning for Data Center Applications.,Liren Zhu; Liujia Li; Jianyu Wu; Yiming Yao; Zhan Shi; Jie Zhang 0048; Zhenlin Wang 0003; Xiaolin Wang 0001; Yingwei Luo; Diyu Zhou,HPCA,2025
From Optimal to Practical: Efficient Micro-op Cache Replacement Policies for Data Center Applications.,Kan Zhu; Yilong Zhao; Yufei Gao; Peter Braun 0005; Tanvir Ahmed Khan; Heiner Litz; Baris Kasikci; Shuwen Deng,HPCA,2025
"IEEE International Symposium on High Performance Computer Architecture, HPCA 2025, Las Vegas, NV, USA, March 1-5, 2025",,HPCA,2025
Salus: Efficient Security Support for CXL-Expanded GPU Memory.,Rahaf Abdullah; Hyokeun Lee; Huiyang Zhou; Amro Awad,HPCA,2024
StreamPIM: Streaming Matrix Computation in Racetrack Memory.,Yuda An; Yunxiao Tang; Shushu Yi; Li Peng; Xiurui Pan; Guangyu Sun 0003; Zhaochu Luo; Qiao Li 0001; Jie Zhang 0048,HPCA,2024
Prosper: Program Stack Persistence in Hybrid Memory Systems.,K. P. Arun 0002; Debadatta Mishra; Biswabandan Panda,HPCA,2024
CoMeT: Count-Min-Sketch-based Row Tracking to Mitigate RowHammer at Low Cost.,F. Nisa Bostanci; Ismail Emir Yüksel; Ataberk Olgun; Konstantinos Kanellopoulos; Yahya Can Tugrul; A. Giray Yaglikçi; Mohammad Sadrosadati; Onur Mutlu,HPCA,2024
FlipBit: Approximate Flash Memory for IoT Devices.,Alexander Buck; Karthik Ganesan 0002; Natalie Enright Jerger,HPCA,2024
Enterprise-Class Cache Compression Design.,Alper Buyuktosunoglu; David Trilla; Bülent Abali; Deanna Postles Dunn Berger; Craig R. Walters; Jang-Soo Lee,HPCA,2024
Gemini: Mapping and Architecture Co-exploration for Large-scale DNN Chiplet Accelerators.,Jingwei Cai; Zuotong Wu; Sen Peng; Yuchen Wei; Zhanhong Tan; Guiming Shi; Mingyu Gao 0001; Kaisheng Ma,HPCA,2024
Gem5-MARVEL: Microarchitecture-Level Resilience Analysis of Heterogeneous SoC Architectures.,Odysseas Chatzopoulos; George Papadimitriou 0001; Vasileios Karakostas; Dimitris Gizopoulos,HPCA,2024
GADGETSPINNER: A New Transient Execution Primitive Using the Loop Stream Detector.,Yun Chen 0004; Ali Hajiabadi; Trevor E. Carlson,HPCA,2024
PREFETCHX: Cross-Core Cache-Agnostic Prefetcher-based Side-Channel Attacks.,Yun Chen 0004; Ali Hajiabadi; Lingfeng Pei; Trevor E. Carlson,HPCA,2024
Unleashing the Potential of PIM: Accelerating Large Batched Inference of Transformer-Based Generative Models.,Jaewan Choi; Jaehyun Park 0006; Kwanhee Kyung; Nam Sung Kim; Jung Ho Ahn,HPCA,2024
RiF: Improving Read Performance of Modern SSDs Using an On-Die Early-Retry Engine.,Myoungjun Chun; Jaeyong Lee 0004; Myungsuk Kim; Jisung Park 0001; Jihong Kim 0001,HPCA,2024
WASP: Exploiting GPU Pipeline Parallelism with Hardware-Accelerated Automatic Warp Specialization.,Neal Clayton Crago; Sana Damani; Karthikeyan Sankaralingam; Stephen W. Keckler,HPCA,2024
Differential-Matching Prefetcher for Indirect Memory Access.,Gelin Fu; Tian Xia 0008; Zhongpei Luo; Ruiyang Chen; Wenzhe Zhao; Pengju Ren,HPCA,2024
HotTiles: Accelerating SpMM with Heterogeneous Accelerator Architectures.,Gerasimos Gerogiannis; Sriram Aananthakrishnan; Josep Torrellas; Ibrahim Hur,HPCA,2024
DockerSSD: Containerized In-Storage Processing and Hardware Acceleration for Computational SSDs.,Donghyun Gouk; Miryeong Kwon; Hanyeoreum Bae; Myoungsoo Jung,HPCA,2024
RELIEF: Relieving Memory Pressure In SoCs Via Data Movement-Aware Accelerator Scheduling.,Sudhanshu Gupta 0002; Sandhya Dwarkadas,HPCA,2024
PruneGNN: Algorithm-Architecture Pruning Framework for Graph Neural Network Acceleration.,Deniz Gurevin; Mohsin Shan; Shaoyi Huang; Md Amit Hasan 0001; Caiwen Ding; Omer Khan,HPCA,2024
Bandwidth-Effective DRAM Cache for GPU s with Storage-Class Memory.,Jeongmin Hong; Sungjun Cho; Geonwoo Park; Wonhyuk Yang; Young-Ho Gong; Gwangsun Kim,HPCA,2024
MOPED: Efficient Motion Planning Engine with Flexible Dimension Support.,Lingyi Huang; Yu Gong 0003; Yang Sui 0001; Xiao Zang; Bo Yuan 0001,HPCA,2024
Pathfinding Future PIM Architectures by Demystifying a Commercial PIM Technology.,Bongjoon Hyun; Taehun Kim; Dongjae Lee; Minsoo Rhu,HPCA,2024
LUTein: Dense-Sparse Bit-Slice Architecture With Radix-4 LUT-Based Slice-Tensor Processing Units.,Dongseok Im; Hoi-Jun Yoo,HPCA,2024
A Two Level Neural Approach Combining Off-Chip Prediction with Adaptive Prefetch Filtering.,Alexandre Valentin Jamet; Georgios Vavouliotis; Daniel A. Jiménez; Lluc Alvarez; Marc Casas,HPCA,2024
FIGNA: Integer Unit-Based Accelerator Design for FP-INT GEMM Preserving Numerical Accuracy.,Jaeyong Jang; Yulhwa Kim; Juheun Lee; Jae-Joon Kim,HPCA,2024
Smart-Infinity: Fast Large Language Model Training using Near-Storage Processing on a Real System.,Hongsun Jang; Jaeyong Song; Jaewon Jung 0001; Jaeyoung Park; Youngsok Kim; Jinho Lee 0001,HPCA,2024
Effective Context-Sensitive Memory Dependence Prediction.,Sebastian S. Kim; Alberto Ros 0001,HPCA,2024
Enhancing Collective Communication in MCM Accelerators for Deep Learning Training.,Sabuj Laskar; Pranati Majhi; Sungkeun Kim; Farabi Mahmud; Abdullah Muzahid; Eun Jung Kim 0001,HPCA,2024
"Agile-DRAM: Agile Trade-Offs in Memory Capacity, Latency, and Energy for Data Centers.",Jaeyoon Lee; Wonyeong Jung; Dongwhee Kim; Daero Kim; Junseung Lee; Jungrae Kim,HPCA,2024
SPADE: Sparse Pillar-based 3D Object Detection Accelerator for Autonomous Driving.,Minjae Lee; Seongmin Park 0003; Hyungmin Kim; Minyong Yoon; Janghwan Lee; Jun Won Choi; Nam Sung Kim; Mingu Kang; Jungwook Choi,HPCA,2024
Midas Touch: Invalid-Data Assisted Reliability and Performance Boost for 3d High-Density Flash.,Qiao Li 0001; Hongyang Dang; Zheng Wan; Congming Gao; Min Ye; Jie Zhang 0048; Tei-Wei Kuo; Chun Jason Xue,HPCA,2024
ASADI: Accelerating Sparse Attention Using Diagonal-based In-Situ Computing.,Huize Li; Zhaoying Li; Zhenyu Bai; Tulika Mitra,HPCA,2024
"LibPreemptible: Enabling Fast, Adaptive, and Hardware-Assisted User-Space Scheduling.",Yueying Li; Nikita Lazarev; David Koufaty; Tenny Yin; Andy Anderson; Zhiru Zhang; G. Edward Suh; Kostis Kaffes; Christina Delimitrou,HPCA,2024
Celeritas: Out-of-Core Based Unsupervised Graph Neural Network via Cross-Layer Computing 2024.,Yi Li; Tsun-Yu Yang; Ming-Chang Yang; Zhaoyan Shen; Bingzhe Li,HPCA,2024
Cepheus: Accelerating Datacenter Applications with High-Performance RoCE-Capable Multicast.,Wenxue Li 0004; Junyi Zhang 0005; Yufei Liu; Gaoxiong Zeng; Zilong Wang 0007; Chaoliang Zeng; Pengpeng Zhou; Qiaoling Wang; Kai Chen 0005,HPCA,2024
Tessel: Boosting Distributed Execution of Large DNN Models via Flexible Schedule Search.,Zhiqi Lin; Youshan Miao; Guanbin Xu; Cheng Li 0001; Olli Saarikivi; Saeed Maleki; Fan Yang 0024,HPCA,2024
Uncovering and Exploiting AMD Speculative Memory Access Predictors for Fun and Profit.,Chang Liu 0117; Dongsheng Wang 0002; Yongqiang Lyu 0001; Pengfei Qiu; Yu Jin 0010; Zhuoyuan Lu; Yinqian Zhang; Gang Qu 0001,HPCA,2024
E2EMap: End-to-End Reinforcement Learning for CGRA Compilation via Reverse Mapping.,Dajiang Liu; Yuxin Xia; Jiaxing Shang; Jiang Zhong; Peng Ouyang; Shouyi Yin,HPCA,2024
SPARK: Scalable and Precision-Aware Acceleration of Neural Networks via Efficient Encoding.,Fangxin Liu; Ning Yang; Haomin Li 0002; Zongwu Wang; Zhuoran Song; Songwen Pei; Li Jiang 0002,HPCA,2024
TinyTS: Memory-Efficient TinyML Model Compiler Framework on Microcontrollers.,Yu-Yuan Liu; Hong-Sheng Zheng; Yu Fang Hu; Chen-Fong Hsu; Tsung Tai Yeh,HPCA,2024
CHROME: Concurrency-Aware Holistic Cache Management Framework with Online Reinforcement Learning.,Xiaoyang Lu; Hamed Najafi; Jason Liu 0001; Xian-He Sun,HPCA,2024
Rapper: A Parameter-Aware Repair-in-Memory Accelerator for Blockchain Storage Platform.,Chenlin Ma; Yingping Wang; Fuwen Chen; Jing Liao 0008; Yi Wang 0003; Rui Mao 0001,HPCA,2024
Stellar: Energy-Efficient and Low-Latency SNN Algorithm and Hardware Co-Design with Spatiotemporal Computation.,Ruixin Mao; Lin Tang; Xingyu Yuan; Ye Liu 0011; Jun Zhou 0017,HPCA,2024
MIRAGE: Quantum Circuit Decomposition and Routing Collaborative Design Using Mirror Gates.,Evan McKinney; Michael Hatridge; Alex K. Jones,HPCA,2024
Usas: A Sustainable Continuous-Learning&apos; Framework for Edge Servers.,Cyan Subhra Mishra; Jack Sampson; Mahmut Taylan Kandemir; Vijaykrishnan Narayanan; Chita R. Das,HPCA,2024
Supporting Secure Multi-GPU Computing with Dynamic and Batched Metadata Management.,Seonjin Na; Jungwoo Kim 0002; Sunho Lee 0003; Jaehyuk Huh 0001,HPCA,2024
FlashGNN: An In-SSD Accelerator for GNN Training.,Fuping Niu; Jianhui Yue; Jiangqiu Shen; Xiaofei Liao; Hai Jin 0001,HPCA,2024
"MIMDRAM: An End-to-End Processing-Using-DRAM System for High-Throughput, Energy-Efficient and Programmer-Transparent Multiple-Instruction Multiple-Data Computing.",Geraldo F. Oliveira; Ataberk Olgun; Abdullah Giray Yaglikçi; F. Nisa Bostanci; Juan Gómez-Luna; Saugata Ghose; Onur Mutlu,HPCA,2024
An LPDDR-based CXL-PNM Platform for TCO-efficient Inference of Transformer-based Large Language Models.,Sangsoo Park; KyungSoo Kim 0003; Jinin So; Jin Jung; Jonggeon Lee; Kyoungwan Woo; Nayeon Kim 0006; Younghyun Lee; Hyungyo Kim; Yongsuk Kwon; Jinhyun Kim; Jieun Lee; YeonGon Cho; Yongmin Tai; Jeonghyeon Cho; Hoyoung Song; Jung Ho Ahn; Nam Sung Kim,HPCA,2024
SmartDIMM: In-Memory Acceleration of Upper Layer Protocols.,Neel Patel; Amin Mamandipoor; Mohammad Nouri; Mohammad Alian,HPCA,2024
Morphling: A Throughput-Maximized TFHE-based Accelerator using Transform-domain Reuse.,Prasetiyo; Adiwena Putra; Joo-Young Kim 0001,HPCA,2024
MINOS: Distributed Consistency and Persistency Protocol Implementation &amp; Offloading to SmartNICs.,Antonis Psistakis; Fabien Chaix; Josep Torrellas,HPCA,2024
"SACHI: A Stationarity-Aware, All-Digital, Near-Memory, Ising Architecture.",Siddhartha Raman Sundara Raman; Lizy K. John; Jaydeep P. Kulkarni,HPCA,2024
Enabling Large Dynamic Neural Network Training with Learning-based Memory Management.,Jie Ren 0015; Dong Xu 0024; Shuangyan Yang; Jiacheng Zhao; Zhicheng Li; Christian Navasca; Chenxi Wang 0005; Guoqing Harry Xu; Dong Li 0001,HPCA,2024
Revet: A Language and Compiler for Dataflow Threads.,Alexander C. Rucker; Shiv Sundram; Coleman Smith; Matthew Vilim; Raghu Prabhakar; Fredrik Kjølstad; Kunle Olukotun,HPCA,2024
START: Scalable Tracking for any Rowhammer Threshold.,Anish Saxena; Moinuddin K. Qureshi,HPCA,2024
GPU Scale-Model Simulation.,Hossein SeyyedAghaei; Mahmood Naderan-Tahan; Lieven Eeckhout,HPCA,2024
Guser: A GPGPU Power Stressmark Generator.,Yalong Shan; Yongkui Yang; Xuehai Qian; Zhibin Yu 0001,HPCA,2024
BitWave: Exploiting Column-Based Bit-Level Sparsity for Deep Learning Acceleration.,Man Shi; Vikram Jain; Antony Joseph; Maurice Meijer; Marian Verhelst,HPCA,2024
Computational CXL-Memory Solution for Accelerating Memory-Intensive Applications.,Joonseop Sim; Soohong Ahn; Taeyoung Ahn; Seungyong Lee 0005; Myunghyun Rhee; Jooyoung Kim; Kwangsik Shin; Donguk Moon; Euiseok Kim; Kyoung Park,HPCA,2024
ECO-CHIP: Estimation of Carbon Footprint of Chiplet-based Architectures for Sustainable VLSI.,Chetan Choppali Sudarshan; Nikhil Matkar; Sarma B. K. Vrudhula; Sachin S. Sapatnekar; Vidya A. Chhabria,HPCA,2024
A Quantum Computer Trusted Execution Environment.,Theodoros Trochatos; Chuanqi Xu; Sanjay Deshpande; Yao Lu; Yongshan Ding 0001; Jakub Szefer,HPCA,2024
Are Superpages Super-fast? Distilling Flash Blocks to Unify Flash Pages of a Superpage in an SSD.,Shih-Hung Tseng; Tseng-Yi Chen; Ming-Chang Yang,HPCA,2024
TALCO: Tiling Genome Sequence Alignment Using Convergence of Traceback Pointers.,Sumit Walia; Cheng Ye; Arkid Bera; Dhruvi Lodhavia; Yatish Turakhia,HPCA,2024
GRIT: Enhancing Multi-GPU Performance with Fine-Grained Dynamic Page Placement.,Yueqi Wang; Bingyao Li; Aamer Jaleel; Jun Yang 0002; Xulong Tang,HPCA,2024
LearnedFTL: A Learning-Based Page-Level FTL for Reducing Double Reads in Flash-Based SSDs.,Shengzhe Wang; Zihang Lin; Suzhen Wu; Hong Jiang 0001; Jie Zhang 0048; Bo Mao 0003,HPCA,2024
BeaconGNN: Large-Scale GNN Acceleration with Out-of-Order Streaming In-Storage Computing.,Yuyue Wang 0001; Xiurui Pan; Yuda An; Jie Zhang 0048; Glenn Reinman,HPCA,2024
"Modeling, Derivation, and Automated Analysis of Branch Predictor Security Vulnerabilities.",Quancheng Wang; Ming Tang 0002; Ke Xu; Han Wang 0057,HPCA,2024
Data Motion Acceleration: Chaining Cross-Domain Multi Accelerators.,Shu-Ting Wang; Hanyang Xu 0002; Amin Mamandipoor; Rohan Mahapatra; Byung Hoon Ahn; Soroush Ghodrati; Krishnan Kailas; Mohammad Alian; Hadi Esmaeilzadeh,HPCA,2024
Mitigating Write Disturbance in Non-Volatile Memory via Coupling Machine Learning with Out-of-Place Updates.,Ronglong Wu; Zhirong Shen; Zhiwei Yang; Jiwu Shu,HPCA,2024
LightPool: A NVMe-oF-based High-performance and Lightweight Storage Pool Architecture for Cloud-Native Distributed Database.,Jiexiong Xu; Yiquan Chen; Yijing Wang; Wenhui Shi; Guoju Fang; Yi Chen; Huasheng Liao; Yang Wang; Hai Lin; Zhen Jin 0008; Qiang Liu; Wenzhi Chen,HPCA,2024
